Category,Sub-Category,Product Name,Sales,Profit,Quantity,Discount,Profit Margin,Sales Share,Sales Rank,Profit Rank,Product Type
Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,277.92,83.37,4,0,0.299978411,0.000121009,966,659,Problem Product
Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,464.2,110.3,22,0.057142857,0.237613098,0.000202117,788,557,Problem Product
Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,770.11,162.59,16,0.16,0.211125683,0.000335313,593,427,Problem Product
Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,516.22,122.84,29,0.075,0.237960559,0.000224767,734,514,Problem Product
Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,558.74,101,15,0.133333333,0.180763862,0.00024328,698,585,Problem Product
Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,266.33,-120.17,17,0.4,-0.451207149,0.000115963,984,1744,Problem Product
Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,952.16,55.39,26,0.271428571,0.058172996,0.000414579,533,818,Problem Product
Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,199.73,17.52,16,0.25,0.08771842,8.70E-05,1090,1262,Problem Product
Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,515.79,201.15,11,0,0.389984296,0.00022458,736,372,Problem Product
Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,229.89,53.71,28,0.033333333,0.233633477,0.000100096,1045,836,Problem Product
Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",87.75,20.84,29,0.12,0.237492877,3.82E-05,1444,1217,Problem Product
Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",50.57,1.63,17,0.228571429,0.032232549,2.20E-05,1634,1528,Problem Product
Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",546.82,61.52,12,0.2,0.112505029,0.00023809,706,765,Problem Product
Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,43.7,11.36,10,0,0.259954233,1.90E-05,1678,1369,Problem Product
Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.62,-4.47,2,0.8,-2.759259259,7.05E-07,1862,1596,Problem Product
Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",197.72,55.36,4,0,0.279991908,8.61E-05,1097,820,Problem Product
Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,1524.53,53.03,12,0.333333333,0.034784491,0.000663794,382,841,Problem Product
Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",83.9,12.75,22,0.12,0.151966627,3.65E-05,1470,1354,Problem Product
Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,948.23,241.13,19,0.033333333,0.254294844,0.000412868,535,332,Problem Product
Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",1042.08,291.78,13,0,0.279997697,0.000453731,508,283,Problem Product
Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",1674.4,146.51,20,0.216666667,0.0875,0.000729049,358,459,Problem Product
Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,170.74,-325.64,11,0.6,-1.907227363,7.43E-05,1165,1800,Problem Product
Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,693.95,143.73,24,0.05,0.207118668,0.000302152,629,464,Problem Product
Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,759.12,166.85,20,0.08,0.219793972,0.000330528,598,417,Problem Product
Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,665.68,43.71,25,0.2,0.06566218,0.000289843,642,936,Problem Product
Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,244.29,41.64,10,0.133333333,0.17045315,0.000106366,1023,965,Problem Product
Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,386.75,100.66,15,0.033333333,0.260271493,0.000168394,851,588,Problem Product
Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,436.13,58.28,41,0.133333333,0.133629881,0.000189895,817,798,Problem Product
Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,664.83,-78.02,15,0.25,-0.117353308,0.000289473,643,1719,Problem Product
Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,344.58,67.3,19,0.1,0.195310233,0.000150033,892,738,Problem Product
Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",929.48,169.28,21,0.142857143,0.182123338,0.000404704,540,413,Problem Product
Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,50.58,3,0,0.279973431,7.87E-05,1128,866,Problem Product
Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,867.76,57.08,30,0.266666667,0.065778556,0.000377831,561,805,Problem Product
Office Supplies,Appliances,Harmony Air Purifier,1946.7,374.22,13,0.22,0.19223301,0.000847611,312,235,Problem Product
Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,128.7,37.45,12,0.1,0.290986791,5.60E-05,1279,1008,Problem Product
Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,333.57,86.85,17,0.1,0.260365141,0.000145239,910,648,Problem Product
Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",147.26,48.77,9,0.2,0.331182942,6.41E-05,1222,890,Problem Product
Office Supplies,Appliances,Holmes HEPA Air Purifier,239.58,41.38,14,0.233333333,0.172718925,0.000104315,1029,968,Problem Product
Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12,290.3,3,0,0.42999763,0.000293953,637,284,Problem Product
Office Supplies,Appliances,Holmes Odor Grabber,357.62,67.79,30,0.225,0.18955875,0.000155711,877,732,Problem Product
Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",151.07,47.99,12,0.15,0.317667307,6.58E-05,1210,896,Problem Product
Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",203.94,87.7,18,0,0.43002844,8.88E-05,1083,644,Problem Product
Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",1383.09,381.21,26,0.21,0.275621977,0.00060221,414,228,Problem Product
Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",47.54,10.19,5,0.4,0.214345814,2.07E-05,1651,1383,Problem Product
Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,299.2,-177.23,9,0.45,-0.592346257,0.000130274,938,1768,Problem Product
Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,3855.18,1503.52,14,0,0.389999948,0.001678581,159,40,Problem Product
Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,11304.44,3247.02,40,0.05,0.287234043,0.004922056,22,11,Problem Product
Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,1320.17,417.02,12,0.1,0.31588356,0.000574814,431,210,Problem Product
Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,1761.76,549.76,23,0.05,0.312051585,0.000767086,339,147,Problem Product
Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,18.09,-2.51,8,0.5,-0.138750691,7.88E-06,1796,1583,Problem Product
Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,1023.35,-9.31,6,0.266666667,-0.009097572,0.000445576,515,1619,Problem Product
Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,91.68,-10.41,18,0.25,-0.11354712,3.99E-05,1421,1624,Problem Product
Office Supplies,Appliances,Hoover Commercial SteamVac,168.39,35.31,14,0.2,0.209691787,7.33E-05,1172,1031,Problem Product
Office Supplies,Appliances,Hoover Portapower Portable Vacuum,61.83,1.35,18,0.3,0.021834061,2.69E-05,1581,1529,Problem Product
Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,9.76,0.44,6,0.3,0.045081967,4.25E-06,1834,1537,Problem Product
Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",56.09,3.48,18,0.2,0.062043145,2.44E-05,1608,1501,Problem Product
Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,5009.49,715.65,16,0.183333333,0.142858854,0.002181178,107,111,Problem Product
Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,6832.91,460.35,31,0.166666667,0.067372466,0.002975111,62,192,Problem Product
Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,3051.3,697.44,9,0.066666667,0.228571429,0.001328564,200,116,Problem Product
Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,2488.39,380.58,36,0.171428571,0.152942264,0.001083468,254,230,Problem Product
Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,409.6,110.6,20,0,0.270019531,0.000178344,835,556,Problem Product
Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,812.16,235.53,9,0,0.290004433,0.000353622,581,337,Problem Product
Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,147.53,-36.88,6,0.4,-0.249983054,6.42E-05,1221,1683,Problem Product
Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,2491.28,563.81,21,0.2,0.226313381,0.001084726,253,143,Problem Product
Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,2883.28,229.59,21,0.2,0.079628062,0.001255406,217,345,Problem Product
Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,1473.11,311.22,8,0.075,0.211267319,0.000641406,389,272,Problem Product
Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13,1.3,5,0.2,0.1,5.66E-06,1819,1530,Problem Product
Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,4476.96,956.96,17,0.1,0.213752189,0.001949309,126,74,Problem Product
Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",5906.52,1653.83,18,0,0.280000745,0.002571753,84,30,Problem Product
Office Supplies,Appliances,Staple holder,528.78,118.01,52,0.092307692,0.223174099,0.000230236,722,535,Problem Product
Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,1243.78,74.99,27,0.2,0.060292013,0.000541553,449,695,Problem Product
Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,823.25,-17.03,16,0.333333333,-0.020686304,0.000358451,578,1649,Problem Product
Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,937.85,130.48,22,0.233333333,0.139126726,0.000408348,537,488,Problem Product
Office Supplies,Art,12 Colored Short Pencils,18.2,3.02,8,0.133333333,0.165934066,7.92E-06,1795,1510,Problem Product
Office Supplies,Art,4009 Highlighters,8.04,2.73,6,0,0.339552239,3.50E-06,1841,1514,Problem Product
Office Supplies,Art,4009 Highlighters by Sanford,171.14,53.81,44,0.05,0.314420942,7.45E-05,1159,833.5,Problem Product
Office Supplies,Art,50 Colored Long Pencils,138.18,32.91,14,0.04,0.238167607,6.02E-05,1250,1054,Problem Product
Office Supplies,Art,American Pencil,48.93,14.19,21,0,0.290006131,2.13E-05,1644,1326,Problem Product
Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,65.47,9.34,24,0.175,0.142660761,2.85E-05,1561,1400,Problem Product
Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",7.8,3.04,4,0,0.38974359,3.40E-06,1843,1509,Problem Product
Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",219.78,68.37,31,0.1,0.311083811,9.57E-05,1054,730,Problem Product
Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,20.28,7.5,6,0,0.369822485,8.83E-06,1786,1435,Problem Product
Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",26.08,9.65,9,0.1,0.370015337,1.14E-05,1763,1393,Problem Product
Office Supplies,Art,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,7.7,3.16,2,0,0.41038961,3.35E-06,1844,1506,Problem Product
Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,123.81,34.11,24,0.1,0.275502787,5.39E-05,1296,1044,Problem Product
Office Supplies,Art,BIC Brite Liner Grip Highlighters,24.27,8.94,17,0.08,0.368355995,1.06E-05,1774.5,1408,Problem Product
Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",118.72,43.72,29,0.066666667,0.368261456,5.17E-05,1314,935,Problem Product
Office Supplies,Art,BIC Brite Liner Highlighters,86.12,30.89,23,0.085714286,0.358685555,3.75E-05,1452,1077,Problem Product
Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",123.12,30.59,21,0.1,0.24845679,5.36E-05,1297,1081,Problem Product
Office Supplies,Art,BIC Liqua Brite Liner,173.5,53.57,27,0.066666667,0.308760807,7.55E-05,1155,837,Problem Product
Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",496.24,113.28,30,0.066666667,0.22827664,0.000216067,751,545,Problem Product
Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",618.56,120.34,27,0.088888889,0.194548629,0.000269327,659,526,Problem Product
Office Supplies,Art,Barrel Sharpener,67.83,17.62,19,0,0.259767065,2.95E-05,1545,1261,Problem Product
Office Supplies,Art,Berol Giant Pencil Sharpener,254.85,49.78,17,0.1,0.195330587,0.000110964,1005,878,Problem Product
Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",88.9,26.85,20,0.057142857,0.302024747,3.87E-05,1439,1127,Problem Product
Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",16.18,6.74,5,0.1,0.416563659,7.04E-06,1804,1448,Problem Product
Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",45.15,13.47,22,0.08,0.29833887,1.97E-05,1668,1342,Problem Product
Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",17.64,5.75,8,0.133333333,0.325963719,7.68E-06,1798.5,1463,Problem Product
Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",25.99,10.67,12,0.066666667,0.410542516,1.13E-05,1765,1378,Problem Product
Office Supplies,Art,Blackstonian Pencils,49.13,12.6,19,0.05,0.256462447,2.14E-05,1643,1356,Problem Product
Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,1073.12,206.26,27,0.114285714,0.192205904,0.000467246,500,366,Problem Product
Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,86.08,19.13,6,0.1,0.22223513,3.75E-05,1454,1237,Problem Product
Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,43.75,13.13,5,0,0.300114286,1.90E-05,1676.5,1347,Problem Product
Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,102.61,16.32,10,0.1,0.159048826,4.47E-05,1367,1280,Problem Product
Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,444.61,69.99,23,0.1,0.157418861,0.000193587,808,720,Problem Product
Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,171.04,44.48,8,0,0.260056127,7.45E-05,1162,928,Problem Product
Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,389.7,109.11,15,0,0.279984604,0.000169679,849,562,Problem Product
Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",59.49,17.85,3,0,0.300050429,2.59E-05,1593,1258,Problem Product
Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,14.98,4.49,1,0,0.299732977,6.52E-06,1810,1485,Problem Product
Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,342.55,92.48,17,0,0.269975186,0.000149149,897,617,Problem Product
Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",523.59,118.21,20,0.075,0.225768254,0.000227976,725,534,Problem Product
Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,1166.44,310.88,25,0.04,0.266520353,0.000507879,470,274,Problem Product
Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,297.99,70.49,13,0.033333333,0.236551562,0.000129748,941,717,Problem Product
Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,533.36,119.54,25,0.057142857,0.224126294,0.00023223,717,529,Problem Product
Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",405.36,109.79,15,0.066666667,0.270845668,0.000176497,841,558,Problem Product
Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",873.64,149.94,32,0.114285714,0.171626757,0.000380391,559,451,Problem Product
Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,77.87,22.59,13,0,0.290098883,3.39E-05,1501,1191,Problem Product
Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,330.92,59.6,31,0.1,0.180103953,0.000144086,912,781,Problem Product
Office Supplies,Art,Col-Erase Pencils with Erasers,37.7,7.48,7,0.1,0.198408488,1.64E-05,1705,1437,Problem Product
Office Supplies,Art,Colorific Watercolor Pencils,51.6,11.3,11,0.066666667,0.218992248,2.25E-05,1625,1370,Problem Product
Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",59.69,24.66,35,0.085714286,0.413134528,2.60E-05,1592,1152,Problem Product
Office Supplies,Art,Crayola Colored Pencils,120.69,32.81,40,0.109090909,0.271853509,5.25E-05,1305,1056,Problem Product
Office Supplies,Art,DIXON Oriole Pencils,44.89,8.61,19,0.1,0.191802183,1.95E-05,1671,1418,Problem Product
Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,94.86,26.78,20,0.114285714,0.282310774,4.13E-05,1405,1129,Problem Product
Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,182.49,76.47,17,0.08,0.41903666,7.95E-05,1126,688,Problem Product
Office Supplies,Art,Design Ebony Sketching Pencil,13.62,2.3,11,0.066666667,0.16886931,5.93E-06,1815.5,1521,Problem Product
Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",95.94,17.03,19,0.15,0.177506775,4.18E-05,1397,1270,Problem Product
Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",110.76,42.9,27,0.057142857,0.387323944,4.82E-05,1334,949,Problem Product
Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,229.58,58.68,28,0.114285714,0.255597177,1.00E-04,1046,794,Problem Product
Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",431.29,165.2,13,0.1,0.383036936,0.000187788,821,421,Problem Product
Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",75.35,20.09,14,0.1,0.266622429,3.28E-05,1514,1229,Problem Product
Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",23.33,4.91,8,0.066666667,0.210458637,1.02E-05,1780,1480,Problem Product
Office Supplies,Art,Dixon Ticonderoga Pencils,37.55,9.27,13,0.066666667,0.246870839,1.63E-05,1706,1402.5,Problem Product
Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",139.87,28.27,20,0.057142857,0.202116251,6.09E-05,1243,1108,Problem Product
Office Supplies,Art,Economy #2 Pencils,34.58,8.98,13,0,0.259687681,1.51E-05,1727,1406,Problem Product
Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",50.76,9.27,18,0.166666667,0.182624113,2.21E-05,1633,1402.5,Problem Product
Office Supplies,Art,Faber Castell Col-Erase Pencils,37.16,14.08,8,0.08,0.378902045,1.62E-05,1710,1327,Problem Product
Office Supplies,Art,Fluorescent Highlighters by Dixon,90.75,22.45,26,0.12,0.24738292,3.95E-05,1428,1195,Problem Product
Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.02,111.3,8,0.2,0.099998203,0.000484619,483,554,Problem Product
Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",83.96,15.86,8,0.15,0.188899476,3.66E-05,1468,1287,Problem Product
Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,671.8,153.96,20,0.08,0.22917535,0.000292508,639,443,Problem Product
Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",1617.95,448.17,44,0.06,0.276998671,0.00070447,368,196.5,Problem Product
Office Supplies,Art,Lumber Crayons,171.39,55.37,19,0.133333333,0.323064356,7.46E-05,1158,819,Problem Product
Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,88.16,27.97,30,0.028571429,0.317264065,3.84E-05,1441,1115,Problem Product
Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,402.98,92.11,24,0.08,0.228572138,0.000175461,842,618,Problem Product
Office Supplies,Art,Newell 307,19.29,3.57,12,0.066666667,0.185069984,8.40E-06,1791,1499,Problem Product
Office Supplies,Art,Newell 308,8.4,2.1,5,0,0.25,3.66E-06,1839,1524,Problem Product
Office Supplies,Art,Newell 309,196.35,34.67,20,0.12,0.176572447,8.55E-05,1102,1039,Problem Product
Office Supplies,Art,Newell 31,94.99,23.63,24,0.04,0.248763028,4.14E-05,1404,1168,Problem Product
Office Supplies,Art,Newell 310,38.72,7.49,25,0.114285714,0.193440083,1.69E-05,1698,1436,Problem Product
Office Supplies,Art,Newell 311,61.44,13.04,30,0.075,0.212239583,2.68E-05,1584,1350,Problem Product
Office Supplies,Art,Newell 312,234.77,34.46,49,0.163636364,0.146781957,0.000102221,1039,1040.5,Problem Product
Office Supplies,Art,Newell 313,28.21,4.27,10,0.133333333,0.151364764,1.23E-05,1757,1490,Problem Product
Office Supplies,Art,Newell 314,118.3,17.87,24,0.085714286,0.151056636,5.15E-05,1315,1256.5,Problem Product
Office Supplies,Art,Newell 315,145.91,33.81,25,0.033333333,0.231718182,6.35E-05,1229,1046.5,Problem Product
Office Supplies,Art,Newell 316,46.94,8.22,11,0.1,0.175117171,2.04E-05,1655,1426.5,Problem Product
Office Supplies,Art,Newell 317,79.97,13.17,32,0.114285714,0.164686758,3.48E-05,1491,1346,Problem Product
Office Supplies,Art,Newell 318,61.72,14.41,23,0.04,0.233473752,2.69E-05,1582,1320,Problem Product
Office Supplies,Art,Newell 319,511.87,123.01,28,0.1,0.240314924,0.000222873,740,512,Problem Product
Office Supplies,Art,Newell 32,47.23,11.99,17,0.033333333,0.253864069,2.06E-05,1652,1365,Problem Product
Office Supplies,Art,Newell 320,81.32,9.47,23,0.171428571,0.116453517,3.54E-05,1485,1399,Problem Product
Office Supplies,Art,Newell 321,65.6,14.37,22,0.1,0.219054878,2.86E-05,1558.5,1321,Problem Product
Office Supplies,Art,Newell 322,30.58,6.65,18,0.066666667,0.217462394,1.33E-05,1742,1449,Problem Product
Office Supplies,Art,Newell 323,21.17,3.76,14,0.066666667,0.177609825,9.22E-06,1784,1492.5,Problem Product
Office Supplies,Art,Newell 324,263.34,72.07,23,0.028571429,0.273676616,0.000114661,989,711.5,Problem Product
Office Supplies,Art,Newell 325,128.03,29.74,34,0.1,0.232289307,5.57E-05,1281,1092,Problem Product
Office Supplies,Art,Newell 326,36.6,7.87,23,0.066666667,0.215027322,1.59E-05,1715,1430,Problem Product
Office Supplies,Art,Newell 327,39.78,10.74,18,0,0.269984917,1.73E-05,1693,1377,Problem Product
Office Supplies,Art,Newell 328,75.92,19.74,13,0,0.260010537,3.31E-05,1508,1232,Problem Product
Office Supplies,Art,Newell 329,24.27,4.85,8,0.1,0.199835187,1.06E-05,1774.5,1481,Problem Product
Office Supplies,Art,Newell 33,47.99,8.37,10,0.133333333,0.174411336,2.09E-05,1648,1423,Problem Product
Office Supplies,Art,Newell 330,59.8,11.11,11,0.05,0.185785953,2.60E-05,1590,1375,Problem Product
Office Supplies,Art,Newell 331,75.31,14.62,17,0.1,0.194130926,3.28E-05,1515,1316,Problem Product
Office Supplies,Art,Newell 332,67.03,15.53,24,0.04,0.231687304,2.92E-05,1549,1294.5,Problem Product
Office Supplies,Art,Newell 333,86.74,18.84,33,0.054545455,0.21720083,3.78E-05,1451,1242.5,Problem Product
Office Supplies,Art,Newell 334,531.71,135.3,27,0.033333333,0.254462019,0.000231511,721,477,Problem Product
Office Supplies,Art,Newell 335,34.56,10.03,12,0,0.290219907,1.50E-05,1728,1388,Problem Product
Office Supplies,Art,Newell 336,68.48,13.78,18,0.1,0.201226636,2.98E-05,1540,1333,Problem Product
Office Supplies,Art,Newell 337,10.5,1.18,4,0.2,0.112380952,4.57E-06,1830,1532,Problem Product
Office Supplies,Art,Newell 338,23.52,6.35,8,0,0.269982993,1.02E-05,1779,1452.5,Problem Product
Office Supplies,Art,Newell 339,26.69,6.11,10,0.066666667,0.228924691,1.16E-05,1761,1457,Problem Product
Office Supplies,Art,Newell 34,460.28,93.26,25,0.057142857,0.202615799,0.00020041,792,614,Problem Product
Office Supplies,Art,Newell 340,25.92,7.52,9,0,0.290123457,1.13E-05,1767.5,1434,Problem Product
Office Supplies,Art,Newell 341,96.73,26.83,23,0.028571429,0.277369999,4.21E-05,1393,1128,Problem Product
Office Supplies,Art,Newell 342,9.84,2.85,3,0,0.289634146,4.28E-06,1833,1511,Problem Product
Office Supplies,Art,Newell 343,65.26,13.76,24,0.057142857,0.210848912,2.84E-05,1564,1335,Problem Product
Office Supplies,Art,Newell 344,45.59,8.57,18,0.066666667,0.18797982,1.99E-05,1663,1420,Problem Product
Office Supplies,Art,Newell 345,476.17,94.46,26,0.066666667,0.19837453,0.000207329,775,609,Problem Product
Office Supplies,Art,Newell 346,31.1,8.62,11,0.04,0.277170418,1.35E-05,1739,1417,Problem Product
Office Supplies,Art,Newell 347,127.54,30.32,32,0.085714286,0.23772934,5.55E-05,1283,1084,Problem Product
Office Supplies,Art,Newell 348,65.6,9.72,24,0.166666667,0.148170732,2.86E-05,1558.5,1392,Problem Product
Office Supplies,Art,Newell 349,42.64,10.04,14,0.066666667,0.235459662,1.86E-05,1681,1387,Problem Product
Office Supplies,Art,Newell 35,93.15,23.29,30,0.066666667,0.250026838,4.06E-05,1414,1174,Problem Product
Office Supplies,Art,Newell 350,62.32,15.74,20,0.066666667,0.252567394,2.71E-05,1578,1289,Problem Product
Office Supplies,Art,Newell 351,82.66,22.1,26,0.028571429,0.267360271,3.60E-05,1479,1199,Problem Product
Office Supplies,Art,Newell Chalk Holder,83.42,36.59,21,0.057142857,0.438623831,3.63E-05,1475,1020,Problem Product
Office Supplies,Art,Nontoxic Chalk,42.94,18.23,27,0.075,0.424545878,1.87E-05,1680,1251,Problem Product
